_id,CRASH_CRN,MUNICIPALITY,POLICE_AGCY,CRASH_YEAR,CRASH_MONTH,DAY_OF_WEEK,BUS_COUNT,SMALL_TRUCK_COUNT,HEAVY_TRUCK_COUNT,SUV_COUNT,VAN_COUNT,BICYCLE_COUNT,FATAL_COUNT,INJURY_COUNT,MAX_SEVERITY_LEVEL,LATITUDE,LONGITUDE,DEC_LAT,DEC_LONG
219676,2022034038,2301,2301,2022,4,7,0,0,0,0,0,0,0,0,0,40 23:13.257,79 59:02.849,40.387,-79.9841
219677,2022034040,2301,2301,2022,4,7,0,0,0,1,0,0,0,1,3,40 29:19.547,79 56:10.164,40.4888,-79.9362
219678,2022034041,2301,2301,2022,4,7,0,0,0,1,0,0,0,0,0,40 27:54.500,80 02:09.100,40.4651,-80.0359
219679,2022034045,2301,2301,2022,4,1,0,0,0,0,0,0,0,0,0,40 25:39.574,79 59:07.038,40.4277,-79.9853
219680,2022034050,2301,2301,2022,3,2,0,0,0,0,0,0,0,0,0,40 27:59.650,80 02:05.169,40.4666,-80.0348
219681,2022034051,2301,2301,2022,4,7,0,1,0,0,0,0,0,1,2,40 27:21.579,79 57:16.338,40.456,-79.9545
219682,2022034060,2463,2463,2022,4,6,0,0,0,1,0,0,0,0,0,40 24:50.800,79 52:20.400,40.4141,-79.8723
219683,2022034061,2301,68B03,2022,3,4,0,2,0,0,0,0,0,0,0,40 28:39.850,80 00:26.762,40.4777,-80.0074
219684,2022034062,2102,68B03,2022,3,7,0,0,0,0,0,0,0,0,0,40 22:23.297,80 06:21.002,40.3731,-80.1058
219685,2022034063,2102,68B03,2022,3,7,0,0,0,1,0,0,0,0,0,40 22:26.450,80 06:14.997,40.374,-80.1042
219686,2022034075,2466,68T02,2022,3,4,0,0,0,0,0,0,0,0,0,40 31:18.364,79 48:52.653,40.5219,-79.8151
219687,2022034077,2102,68B03,2022,4,6,0,0,0,0,0,0,0,0,0,40 22:45.270,80 05:55.555,40.3792,-80.0988
219688,2022034083,2481,68B03,2022,4,5,0,0,0,1,0,0,0,0,0,40 35:59.399,80 05:37.223,40.5998,-80.0937
219689,2022034091,2304,2304,2022,4,6,0,0,0,0,0,0,0,1,8,40 20:51.413,79 49:57.117,40.3476,-79.8325
219690,2022034092,2404,2404,2022,4,6,0,0,0,1,0,0,0,1,3,40 29:26.346,80 03:37.231,40.4907,-80.0603
219691,2022034098,2473,2473,2022,4,6,0,0,0,1,0,0,0,1,3,40 20:38.273,79 56:48.312,40.344,-79.9468
219692,2022034106,2301,2301,2022,4,7,0,0,0,0,0,0,0,0,0,40 27:00.813,79 55:42.345,40.4502,-79.9284
219693,2022034116,2301,2301,2022,4,7,0,0,0,0,0,0,0,0,9,40 25:02.418,79 58:25.286,40.4173,-79.9737
219694,2022034122,2301,2301,2022,4,7,0,0,0,0,0,0,0,0,0,40 25:55.991,79 57:33.554,40.4322,-79.9593
219695,2022034126,2301,2301,2022,4,7,0,0,0,1,0,0,0,0,0,40 25:40.234,79 58:50.306,40.4278,-79.9806
219696,2022034140,2111,2111,2022,4,7,0,0,0,1,0,0,0,0,0,40 22:40.942,79 49:40.763,40.378,-79.828
219697,2022034186,2301,2301,2022,4,7,0,0,0,0,0,0,0,0,0,40 27:39.000,79 55:56.300,40.4608,-79.9323
219698,2022034189,2301,2301,2022,4,7,0,0,0,0,0,0,0,0,0,40 29:28.079,80 01:11.692,40.4911,-80.0199
219699,2022034194,2475,68B03,2022,3,1,0,0,0,1,0,0,0,1,3,40 24:14.033,79 52:58.554,40.4039,-79.8831
219700,2022034198,2301,68B03,2022,3,1,0,0,0,0,0,0,0,1,3,40 25:45.465,79 55:53.473,40.4293,-79.9315
219701,2022034199,2419,68B03,2022,3,4,0,0,0,0,0,0,0,1,3,40 26:25.744,79 49:59.815,40.4405,-79.8333
219702,2022034201,2419,68B03,2022,3,6,0,0,0,0,0,0,0,3,3,40 26:25.327,79 49:57.442,40.4404,-79.8326
219703,2022034205,2301,68B03,2022,3,2,0,0,0,0,0,0,0,1,3,40 25:51.450,79 57:29.467,40.431,-79.9582
219704,2022034206,2301,68B03,2022,3,2,0,0,1,0,0,0,0,0,0,40 26:19.953,80 00:24.971,40.4389,-80.0069
219705,2022034207,2481,68B03,2022,3,4,0,0,0,1,0,0,0,0,0,40 34:41.100,80 05:41.772,40.5781,-80.0949
219706,2022034210,2126,68B03,2022,4,6,0,0,0,2,0,0,0,2,8,40 27:32.994,80 06:41.898,40.4592,-80.1116
219707,2022034234,2440,2440,2022,4,7,0,0,0,1,0,0,0,2,3,40 17:48.623,79 55:10.187,40.2968,-79.9195
219708,2022034235,2301,2301,2022,4,7,0,0,0,0,0,0,0,1,2,40 27:07.559,79 57:48.168,40.4521,-79.9634
219709,2022034239,2209,2209,2022,4,7,0,0,0,0,0,0,0,0,0,40 32:46.225,79 55:05.961,40.5462,-79.9183
219710,2022034240,2301,2301,2022,4,7,0,0,0,1,0,0,0,1,8,40 27:24.919,79 53:38.878,40.4569,-79.8941
219711,2022034245,2301,2301,2022,4,7,0,0,0,1,0,0,0,1,4,40 25:32.754,80 01:11.135,40.4258,-80.0198
219712,2022034248,2301,2435,2022,4,4,0,0,0,1,0,0,0,0,0,40 24:51.770,80 04:21.640,40.4144,-80.0727
219713,2022034256,2301,2301,2022,4,1,0,0,1,0,0,0,0,0,0,40 26:55.463,79 58:12.943,40.4487,-79.9703
219714,2022034259,2301,2301,2022,4,1,0,0,0,0,0,0,0,0,0,40 27:12.200,80 03:16.673,40.4534,-80.0546
219715,2022034260,2415,2415,2022,4,6,0,0,0,0,0,0,0,0,0,40 24:15.883,80 05:29.361,40.4044,-80.0915
219716,2022034263,2301,2301,2022,4,6,0,0,0,1,0,0,0,0,0,40 27:44.761,79 59:54.748,40.4624,-79.9985
219717,2022034268,2301,2301,2022,4,1,0,0,0,1,0,0,0,2,3,40 25:45.714,79 59:56.761,40.4294,-79.9991
219718,2022034272,2301,2301,2022,4,1,0,0,0,0,0,0,0,0,9,40 29:03.864,80 02:25.771,40.4844,-80.0405
219719,2022034280,2461,68D02,2022,3,3,0,0,0,0,0,0,0,3,3,40 29:49.777,79 55:55.918,40.4972,-79.9322
219720,2022034333,2301,2301,2022,4,7,0,0,0,0,0,0,0,0,0,40 25:10.572,79 56:01.941,40.4196,-79.9339
219721,2022034334,2473,2473,2022,4,6,0,1,0,1,0,0,0,1,8,40 20:39.356,79 55:20.290,40.3443,-79.9223
219722,2022034335,2118,2118,2022,4,2,0,0,0,1,0,0,0,1,8,40 29:13.683,79 57:26.722,40.4871,-79.9574
219723,2022034337,2216,2505,2022,4,6,0,0,0,1,0,0,0,2,3,40 37:01.282,80 03:20.154,40.617,-80.0556
219724,2022034342,2301,2301,2022,4,1,0,0,0,0,0,0,0,2,3,40 24:49.612,79 55:21.837,40.4138,-79.9227
219725,2022034349,2419,2419,2022,4,1,0,0,0,1,0,0,0,0,0,40 26:45.457,79 50:54.562,40.4459,-79.8484
219726,2022034351,2301,2301,2022,4,7,0,0,0,1,0,0,0,1,3,40 26:53.660,79 59:12.746,40.4482,-79.9869
219727,2022034360,2111,2111,2022,4,1,0,0,0,0,0,0,0,1,3,40 23:09.963,79 49:23.688,40.3861,-79.8232
219728,2022034405,2207,2207,2022,4,7,0,0,0,0,0,0,0,1,4,40 33:29.250,79 59:04.942,40.5581,-79.9847
219729,2022034413,2301,2301,2022,4,1,0,0,0,0,0,0,0,1,3,40 26:17.180,79 57:38.834,40.4381,-79.9608
219730,2022034439,2301,2301,2022,4,1,0,0,0,1,0,0,0,5,3,40 26:39.552,79 55:04.046,40.4443,-79.9178
219731,2022034441,2116,2116,2022,4,1,0,0,0,1,0,0,0,0,0,40 31:34.182,80 02:08.091,40.5262,-80.0356
219732,2022034446,2115,2115,2022,4,1,0,0,0,0,0,0,0,0,0,40 26:52.162,80 09:49.161,40.4478,-80.1637
219733,2022034453,2473,2473,2022,4,6,0,0,0,0,0,0,0,0,0,40 22:10.222,79 52:29.402,40.3695,-79.8748
219734,2022034455,2446,2446,2022,4,7,0,0,0,0,0,0,0,5,4,40 26:19.931,79 45:38.044,40.4389,-79.7606
219735,2022034463,2438,2438,2022,4,1,0,0,0,0,0,0,0,2,8,40 24:28.195,79 54:33.551,40.4078,-79.9093
219736,2022034472,2301,2301,2022,4,2,0,0,0,2,0,0,0,0,0,40 25:11.642,79 59:13.583,40.4199,-79.9871
219737,2022034473,2403,2403,2022,4,1,0,0,0,0,0,0,0,1,4,40 19:54.420,79 59:09.541,40.3318,-79.986
219738,2022034474,2304,2304,2022,4,1,0,0,0,0,0,0,0,1,8,40 21:24.568,79 49:59.234,40.3568,-79.8331
219739,2022034477,2113,2113,2022,4,1,0,0,0,0,0,0,0,0,0,40 27:39.361,79 52:19.157,40.4609,-79.872
219740,2022034479,2113,2113,2022,4,2,0,0,0,1,0,0,0,0,0,40 28:08.086,79 53:12.421,40.4689,-79.8868
219741,2022034484,2115,2115,2022,4,6,0,0,0,1,0,0,0,0,0,40 26:56.886,80 07:09.698,40.4491,-80.1194
219742,2022034485,2111,2111,2022,3,1,0,0,0,1,0,0,0,0,9,40 23:14.920,79 49:53.810,40.3875,-79.8316
219743,2022034493,2301,2301,2022,4,1,0,0,0,0,0,0,0,1,8,40 27:01.969,79 55:48.270,40.4505,-79.9301
219744,2022034520,2115,68B03,2022,4,4,0,0,0,1,0,0,0,1,8,40 25:39.232,80 06:22.716,40.4276,-80.1063
219745,2022034521,2111,2111,2022,4,2,0,0,0,0,0,0,0,0,0,40 22:13.468,79 47:10.620,40.3704,-79.7863
219746,2022034544,2301,2301,2022,4,6,0,0,0,0,0,0,0,0,0,40 24:07.111,79 56:20.964,40.402,-79.9392
219747,2022034551,2301,2301,2022,4,7,0,0,0,0,0,0,0,0,0,40 23:23.252,79 55:58.225,40.3898,-79.9328
219748,2022034558,2301,2301,2022,4,2,0,0,0,0,0,0,0,1,8,40 28:44.067,80 02:34.868,40.4789,-80.043
219749,2022034570,2301,2301,2022,4,2,0,0,0,0,0,0,0,1,3,40 24:45.056,79 59:21.793,40.4125,-79.9894
219750,2022034574,2301,2301,2022,4,2,0,0,0,0,0,0,0,0,0,40 27:38.447,79 55:56.638,40.4607,-79.9324
219751,2022034578,2473,2473,2022,4,7,0,1,0,1,0,0,0,0,0,40 20:23.600,79 57:12.300,40.3399,-79.9534
219752,2022034630,2301,2301,2022,4,2,0,0,0,0,0,0,0,0,9,40 27:31.638,79 55:44.192,40.4588,-79.9289
219753,2022034639,2420,2420,2022,3,1,0,0,0,2,0,0,0,2,3,40 31:02.123,80 09:38.365,40.5173,-80.1607
219754,2022034661,2467,2467,2022,4,2,0,0,0,1,0,0,0,1,3,40 24:31.939,79 49:12.799,40.4089,-79.8202
219755,2022034685,2407,2407,2022,4,3,0,0,0,1,0,0,0,1,8,40 21:19.713,80 01:51.048,40.3554,-80.0307
219756,2022034689,2301,2301,2022,4,6,0,0,0,1,0,0,0,1,2,40 26:29.194,79 59:06.032,40.4414,-79.985
219757,2022034690,2301,2301,2022,4,2,0,0,0,0,0,0,0,0,0,40 23:58.752,80 02:39.247,40.3997,-80.0442
219758,2022034703,2212,68B03,2022,3,7,0,0,0,1,0,0,0,1,8,40 39:05.018,80 05:38.287,40.6514,-80.094
219759,2022034715,2125,68B03,2022,4,2,0,0,1,1,0,0,0,0,0,40 31:30.676,80 07:50.912,40.5252,-80.1308
219760,2022034716,2212,68B03,2022,4,2,0,0,0,1,0,0,0,0,0,40 40:19.889,80 05:40.557,40.6722,-80.0946
219761,2022034721,2434,68B03,2022,4,4,0,0,0,1,0,0,0,0,0,40 31:25.877,80 07:51.884,40.5239,-80.1311
219762,2022034722,2419,68B03,2022,4,4,0,0,0,1,0,0,0,1,3,40 26:32.173,79 50:15.567,40.4423,-79.8377
219763,2022034723,2215,68B03,2022,4,4,0,0,0,1,0,0,0,0,0,40 32:32.874,80 04:53.926,40.5425,-80.0816
219764,2022034724,2215,68B03,2022,4,4,0,0,0,0,0,0,0,1,8,40 32:56.070,80 05:09.554,40.5489,-80.086
219765,2022034745,2116,68B03,2022,4,6,0,0,0,0,0,0,0,0,0,40 30:48.743,80 03:04.885,40.5135,-80.0514
219766,2022034758,2301,68B03,2022,4,7,0,0,0,1,0,0,0,0,0,40 28:45.028,80 00:26.246,40.4792,-80.0073
219767,2022034775,2116,2116,2022,4,7,0,0,0,0,0,0,0,0,0,40 33:06.123,80 01:11.755,40.5517,-80.0199
219768,2022034780,2446,2446,2022,4,1,0,0,0,1,0,0,0,0,0,40 26:35.600,79 47:10.400,40.4432,-79.7862
219769,2022034786,2441,2441,2022,3,5,0,0,1,0,0,0,0,0,0,40 34:07.382,80 12:50.803,40.5687,-80.2141
219770,2022034802,2303,2303,2022,4,1,0,0,0,0,0,0,0,0,0,40 21:37.490,79 50:43.385,40.3604,-79.8454
219771,2022034805,2481,2481,2022,4,2,0,0,0,0,0,0,0,1,3,40 36:55.850,80 05:41.041,40.6155,-80.0947
219772,2022034806,2301,2301,2022,4,3,0,0,0,0,0,0,0,0,0,40 26:11.166,79 59:41.245,40.4364,-79.9948
219773,2022034814,2117,68B03,2022,3,7,0,1,0,0,0,0,0,0,0,40 24:41.998,80 04:34.845,40.4117,-80.0763
219774,2022034827,2301,68B03,2022,4,3,0,0,0,0,0,0,0,1,3,40 26:56.330,80 00:22.337,40.449,-80.0062
219775,2022034878,2304,2304,2022,4,3,0,1,0,1,1,0,0,0,0,40 21:11.993,79 50:14.497,40.3533,-79.8374
219776,2022034880,2403,2403,2022,4,2,0,0,0,0,0,0,0,4,8,40 20:35.084,79 58:08.190,40.3431,-79.9689
219777,2022034889,2301,2301,2022,4,3,0,0,0,0,0,0,0,1,3,40 27:07.079,80 00:59.493,40.452,-80.0165
219778,2022034890,2113,2113,2022,4,3,0,0,0,1,0,0,0,1,4,40 29:02.153,79 48:48.058,40.4839,-79.8133
219779,2022034894,2301,2301,2022,4,3,0,0,0,1,0,0,0,0,0,40 24:50.373,79 59:18.062,40.414,-79.9884
219780,2022034900,2113,2113,2022,4,3,0,0,0,0,0,0,0,1,3,40 27:53.434,79 49:43.169,40.4648,-79.8287
219781,2022034904,2301,2301,2022,4,3,0,0,0,0,0,0,0,2,8,40 25:24.562,79 59:20.583,40.4235,-79.9891
219782,2022034912,2301,2301,2022,4,3,0,0,1,1,0,0,0,0,0,40 25:05.300,79 55:34.100,40.4181,-79.9261
219783,2022034925,2301,2301,2022,4,3,0,0,0,0,0,0,0,1,3,40 26:16.320,79 57:50.300,40.4379,-79.964
219784,2022034938,2301,2301,2022,4,3,0,0,0,0,0,0,0,1,2,40 25:45.712,79 59:56.762,40.4294,-79.9991
219785,2022034942,2121,2514,2022,4,1,0,0,0,1,0,0,0,2,3,40 33:19.775,79 48:30.392,40.5555,-79.8084
219786,2022034943,2301,2301,2022,4,2,0,0,0,1,0,0,0,0,9,40 27:35.225,79 55:15.079,40.4598,-79.9209
219787,2022034952,2301,2301,2022,4,3,0,0,1,0,0,1,0,1,3,40 25:45.769,79 59:19.027,40.4294,-79.9886
219788,2022034953,2208,2208,2022,4,2,0,0,1,0,0,0,0,0,0,40 32:17.387,79 49:59.560,40.5382,-79.8332
219789,2022034958,2216,2505,2022,4,1,0,0,0,1,0,0,0,2,3,40 37:30.690,80 00:05.273,40.6252,-80.0015
219790,2022034960,2109,2109,2022,4,2,0,0,0,0,0,0,0,0,0,40 22:37.069,80 02:11.752,40.377,-80.0366
219791,2022034961,2123,2123,2022,4,2,0,0,0,0,0,0,0,1,3,40 19:49.290,80 05:39.760,40.3304,-80.0944
219792,2022034998,2404,2404,2022,4,3,0,0,0,1,0,0,0,0,0,40 29:45.106,80 03:06.101,40.4959,-80.0517
219793,2022035093,2414,2414,2022,4,2,0,0,0,0,1,0,0,0,0,40 21:29.995,80 06:18.957,40.3583,-80.1053
219794,2022035095,2441,2441,2022,4,3,0,0,0,1,0,0,0,1,4,40 33:47.821,80 12:28.720,40.5633,-80.208
219795,2022035097,2301,2301,2022,4,3,0,0,0,2,0,0,0,0,0,40 28:19.651,80 04:46.877,40.4721,-80.0797
219796,2022035098,2301,2301,2022,4,3,0,1,0,0,0,0,0,1,8,40 27:43.951,79 58:54.519,40.4622,-79.9818
219797,2022035107,2301,2301,2022,4,3,0,0,0,0,0,0,0,0,0,40 25:47.946,79 57:28.122,40.43,-79.9577
219798,2022035108,2113,2113,2022,4,3,0,0,0,0,0,0,0,0,0,40 26:39.375,79 48:47.192,40.4443,-79.8131
219799,2022035115,2301,2301,2022,4,3,0,0,0,1,0,0,0,0,0,40 26:34.191,80 02:32.740,40.4428,-80.0424
219800,2022035119,2203,2203,2022,4,3,0,0,0,0,0,0,0,2,8,40 28:25.337,80 16:54.579,40.4737,-80.2819
219801,2022035150,2112,68D02,2022,3,2,0,0,1,1,0,0,0,1,3,40 29:45.654,79 54:46.428,40.496,-79.9129
219802,2022035154,2121,68D02,2022,3,1,0,0,0,0,0,0,0,0,0,40 33:29.691,79 48:13.049,40.5582,-79.8036
219803,2022035193,2106,2106,2022,4,3,0,1,0,0,0,0,0,1,2,40 37:14.409,79 43:44.664,40.6207,-79.7291
219804,2022035201,2301,2301,2022,4,4,0,0,0,0,0,0,0,0,0,40 24:09.306,79 59:38.050,40.4026,-79.9939
219805,2022035214,2431,2431,2022,4,4,0,0,0,2,0,0,0,0,0,40 25:32.453,79 51:41.888,40.4257,-79.8616
219806,2022035215,2463,2463,2022,3,1,0,0,0,0,0,0,0,2,2,40 25:14.692,79 53:22.869,40.4207,-79.8897
219807,2022035218,2220,2220,2022,4,7,0,0,0,1,0,0,0,0,0,40 37:47.350,79 50:02.251,40.6298,-79.834
219808,2022035222,2301,2301,2022,4,4,0,0,0,2,0,0,0,0,0,40 24:56.134,80 00:40.096,40.4156,-80.0111
219809,2022035223,2301,2301,2022,4,4,0,0,0,1,0,0,0,1,3,40 27:56.840,79 54:06.520,40.4658,-79.9018
219810,2022035225,2303,2303,2022,4,4,0,0,0,1,0,0,0,0,0,40 21:37.951,79 50:43.307,40.3605,-79.8454
219811,2022035227,2301,2301,2022,4,4,0,0,0,0,0,0,0,0,0,40 26:57.297,79 54:05.161,40.4492,-79.9014
219812,2022035234,2464,2464,2022,4,4,0,0,0,0,1,0,0,0,0,40 36:26.189,79 45:08.796,40.6073,-79.7524
219813,2022035247,2126,2126,2022,4,6,0,0,1,0,0,0,0,0,9,40 26:57.321,80 06:24.731,40.4493,-80.1069
219814,2022035248,2115,2115,2022,4,3,0,0,0,0,0,0,0,0,0,40 26:57.477,80 07:29.066,40.4493,-80.1247
219815,2022035262,2301,2301,2022,4,4,0,0,0,0,0,0,0,0,0,40 27:49.597,79 55:53.902,40.4638,-79.9316
219816,2022035265,2301,2301,2022,4,4,0,0,0,2,0,0,0,0,9,40 27:55.861,79 56:27.527,40.4655,-79.941
219817,2022035270,2301,2301,2022,4,4,0,0,0,1,0,0,0,1,3,40 27:15.654,79 55:17.785,40.4543,-79.9216
219818,2022035273,2219,2501,2022,4,4,0,0,0,1,0,0,0,4,3,40 18:24.058,79 59:47.292,40.3067,-79.9965
219819,2022035274,2123,2123,2022,4,3,0,0,0,0,0,0,0,1,3,40 19:39.530,80 04:29.436,40.3276,-80.0748
219820,2022035325,2301,2301,2022,4,4,0,0,0,2,0,0,0,1,8,40 25:42.507,79 59:59.290,40.4285,-79.9998
219821,2022035328,2301,2301,2022,4,4,0,0,0,0,0,0,0,2,4,40 26:46.334,79 53:43.964,40.4462,-79.8955
219822,2022035330,2301,2301,2022,4,4,0,0,0,0,0,0,0,0,0,40 27:08.500,79 59:30.200,40.4524,-79.9917
219823,2022035377,2446,2446,2022,4,2,0,0,0,0,0,0,0,3,3,40 25:49.761,79 47:08.399,40.4305,-79.7857
219824,2022035392,2301,2301,2022,4,4,0,1,0,0,0,0,0,1,3,40 25:05.251,79 59:17.658,40.4181,-79.9882
219825,2022035394,2301,2301,2022,4,4,0,0,0,3,0,0,0,0,0,40 32:55.098,80 11:46.580,40.5486,-80.1963
219826,2022035398,2118,2118,2022,4,4,0,0,0,0,0,0,0,0,0,40 31:38.063,79 57:01.251,40.5272,-79.9503
219827,2022035401,2301,2301,2022,4,4,0,0,0,1,0,0,0,0,0,40 24:35.197,79 57:18.099,40.4098,-79.955
219828,2022035406,2119,2119,2022,4,7,0,0,0,0,0,0,0,0,9,40 20:20.823,80 07:42.804,40.3391,-80.1286
219829,2022035411,2473,2473,2022,4,1,0,0,0,0,0,0,0,0,0,40 20:54.133,79 56:41.310,40.3484,-79.9448
219830,2022035416,2301,2301,2022,4,4,0,0,0,1,0,0,0,0,0,40 27:42.263,79 57:00.348,40.4617,-79.9501
219831,2022035425,2207,2207,2022,3,3,0,0,0,0,0,0,0,0,0,40 36:49.942,79 56:50.250,40.6139,-79.9473
219832,2022035427,2301,2301,2022,4,4,0,0,0,0,0,0,0,0,0,40 25:51.752,80 00:06.012,40.431,-80.0017
219833,2022035430,2301,2301,2022,4,5,0,0,0,0,0,0,0,1,2,40 26:28.633,80 01:12.856,40.4413,-80.0202
219834,2022035443,2301,2301,2022,4,5,0,0,0,0,0,0,0,1,3,40 27:19.574,79 59:35.194,40.4554,-79.9931
219835,2022035466,2112,68D02,2022,3,5,0,0,0,0,0,0,0,0,0,40 29:37.985,79 54:33.202,40.4936,-79.9093
219836,2022035467,2112,68D02,2022,3,5,0,1,0,1,0,0,0,1,3,40 29:32.872,79 54:36.200,40.4922,-79.9096
219837,2022035475,2301,68B03,2022,4,3,0,0,0,0,0,0,0,0,0,40 25:41.646,79 55:37.481,40.4282,-79.9271
219838,2022035477,2113,68B03,2022,4,4,0,1,0,0,0,0,0,0,0,40 26:33.829,79 48:50.390,40.4427,-79.814
219839,2022035478,2301,68D02,2022,4,4,0,0,0,1,0,0,0,0,0,40 29:30.375,79 53:33.998,40.4918,-79.8928
219840,2022035481,2461,68D02,2022,4,5,0,0,0,0,1,0,0,0,0,40 29:50.490,79 55:39.419,40.4974,-79.9276
219841,2022035489,2464,68D02,2022,4,7,0,0,0,0,0,0,0,0,0,40 36:37.680,79 45:39.267,40.6105,-79.7609
219842,2022035491,2401,68D02,2022,4,7,0,0,0,3,0,0,0,0,0,40 29:37.416,79 54:07.060,40.4937,-79.902
219843,2022035521,2121,2514,2022,3,2,0,0,0,0,0,0,0,0,0,40 32:46.237,79 46:13.611,40.5462,-79.7704
219844,2022035522,2303,2303,2022,4,5,0,0,0,0,0,0,0,2,2,40 23:06.006,79 51:45.860,40.385,-79.8627
219845,2022035536,2403,2403,2022,4,5,0,1,0,0,0,0,0,0,0,40 20:19.493,79 59:55.804,40.3387,-79.9988
219846,2022035541,2113,2113,2022,4,5,0,0,0,0,0,0,0,0,0,40 28:08.393,79 53:12.670,40.469,-79.8869
219847,2022035542,2301,2301,2022,4,5,0,0,0,0,0,0,0,1,3,40 26:24.395,79 59:46.799,40.4401,-79.9963
219848,2022035552,2301,2301,2022,4,5,0,0,0,0,0,0,0,0,0,40 28:35.432,80 01:54.091,40.4765,-80.0317
219849,2022035557,2407,2407,2022,4,2,0,0,0,0,0,0,0,1,8,40 18:59.428,80 02:26.927,40.3165,-80.0408
219850,2022035559,2113,2113,2022,4,5,0,0,0,1,0,0,0,0,0,40 29:16.725,79 49:56.307,40.488,-79.8323
219851,2022035561,2407,2407,2022,4,2,0,0,0,0,0,0,0,0,0,40 20:34.749,80 03:10.850,40.343,-80.053
219852,2022035562,2407,2407,2022,3,4,0,0,0,0,0,0,0,2,4,40 19:45.800,80 01:31.204,40.3294,-80.0253
219853,2022035563,2407,2407,2022,4,7,0,0,0,0,0,0,0,0,0,40 21:21.063,80 01:41.601,40.3559,-80.0282
219854,2022035567,2108,2108,2022,4,5,0,0,0,0,1,0,0,0,0,40 34:07.283,80 01:35.071,40.5687,-80.0264
219855,2022035580,2301,2301,2022,4,5,0,0,0,1,0,0,0,0,0,40 29:08.248,79 54:38.936,40.4856,-79.9108
219856,2022035588,2301,2301,2022,4,5,0,1,0,2,0,0,0,0,0,40 26:06.638,79 59:09.377,40.4352,-79.9859
219857,2022035590,2301,2301,2022,4,5,0,1,0,1,0,0,0,0,0,40 26:46.334,79 53:43.964,40.4462,-79.8955
219858,2022035595,2413,2413,2022,4,5,0,0,0,0,0,0,0,1,8,40 21:55.800,79 58:57.200,40.3655,-79.9826
219859,2022035600,2407,2407,2022,4,4,0,0,0,1,1,0,0,0,0,40 20:40.149,80 01:53.612,40.3445,-80.0316
219860,2022035602,2301,2301,2022,4,5,0,0,0,0,0,0,0,0,0,40 25:37.455,79 56:19.190,40.4271,-79.9387
219861,2022035603,2476,2476,2022,4,3,0,0,0,1,0,0,0,0,0,40 22:04.790,79 59:38.600,40.368,-79.9941
219862,2022035653,2407,2407,2022,4,4,0,0,0,1,0,0,0,0,0,40 20:34.695,80 02:06.669,40.343,-80.0352
219863,2022035660,2116,2116,2022,4,5,0,0,0,2,0,0,0,2,3,40 33:10.400,80 01:21.300,40.5529,-80.0226
219864,2022035714,2301,2301,2022,4,5,0,0,0,0,0,0,0,0,0,40 26:41.400,79 57:19.100,40.4448,-79.9553
219865,2022035720,2216,2505,2022,4,4,0,0,0,0,0,0,0,0,0,40 37:45.657,80 01:27.467,40.6293,-80.0243
219866,2022035729,2108,2108,2022,4,5,0,0,0,1,0,0,0,1,3,40 33:28.828,80 00:58.422,40.558,-80.0162
219867,2022035734,2301,2301,2022,4,6,0,0,0,0,0,0,0,0,0,40 25:48.400,79 59:07.800,40.4301,-79.9855
219868,2022035765,2214,68B03,2022,3,3,0,0,0,2,0,0,0,0,0,40 26:35.940,80 10:47.826,40.4433,-80.18
219869,2022035766,2301,68B03,2022,3,3,0,0,0,2,0,0,0,0,0,40 25:39.521,79 56:59.239,40.4276,-79.9498
219870,2022035777,2446,68B03,2022,4,3,0,0,1,0,0,0,0,1,8,40 26:18.159,79 45:26.967,40.4384,-79.7575
219871,2022035779,2415,68B03,2022,4,3,0,0,0,2,0,0,0,3,4,40 25:00.482,80 05:10.473,40.4168,-80.0862
219872,2022035786,2454,2454,2022,4,7,0,0,0,0,0,0,0,1,4,40 20:33.135,79 57:52.599,40.3425,-79.9646
219873,2022035788,2301,2503,2022,4,6,1,0,0,0,0,0,0,1,3,40 29:15.015,79 56:23.090,40.4875,-79.9397
219874,2022035796,2301,2301,2022,4,5,0,1,0,1,0,0,0,0,0,40 23:56.300,80 02:39.950,40.399,-80.0444
219875,2022035809,2111,2111,2022,4,4,0,0,0,0,0,0,0,2,8,40 22:12.759,79 49:44.842,40.3702,-79.8291
219876,2022035812,2113,2113,2022,4,6,0,0,0,1,0,0,0,2,4,40 27:36.261,79 50:35.577,40.4601,-79.8432
219877,2022035814,2464,2464,2022,4,6,0,1,0,1,0,0,0,0,0,40 36:02.455,79 45:39.936,40.6007,-79.7611
219878,2022035819,2214,2214,2022,4,5,0,0,0,1,0,0,0,0,0,40 27:10.733,80 10:20.586,40.453,-80.1724
219879,2022035849,2301,2301,2022,4,6,0,0,0,0,2,0,0,0,0,40 25:15.700,80 00:08.900,40.421,-80.0025
219880,2022035851,2416,2416,2022,4,3,0,0,0,1,0,0,0,1,8,40 21:59.140,80 01:44.180,40.3664,-80.0289
219881,2022035852,2416,2416,2022,4,4,0,0,0,0,0,0,0,1,8,40 21:50.733,80 01:31.619,40.3641,-80.0254
219882,2022035903,2301,2301,2022,4,6,0,0,0,0,0,0,0,1,3,40 23:30.523,80 00:57.016,40.3918,-80.0158
219883,2022035905,2473,2473,2022,4,5,0,0,0,2,0,0,0,2,4,40 20:16.728,79 53:41.897,40.338,-79.895
219884,2022035906,2301,2301,2022,4,6,0,0,0,2,0,0,0,0,0,40 27:33.400,79 55:15.400,40.4593,-79.9209
